id,number,GCaMP,age,cohort,monitoring_frame_range,sex,nvc_segment_0/2,nvc_segment_1/2,nvc_whole,lag_segment_0/2,lag_segment_1/2,lag_whole
M39-12_v2_null_shuffle,39,False,12,,"(88, 4695)",F,0.00019767140971003894,0.0012567551286233047,-0.00029759419285867725,0.04787472035794183,0.10887397464578671,0.10514541387024609
M42-12_v2_null_shuffle,42,False,12,,"(113, 4794)",F,0.00264462530769505,0.0010128788691657355,0.0019781249813956986,0.014809236947791174,0.056224899598393586,-0.03137550200803213
M44-12_v2_null_shuffle,44,False,12,,"(93, 4987)",M,0.000566925271264384,0.0009671076800608998,-4.378279520872967e-05,0.0807799442896936,0.023212627669452188,0.10089755493655214
M45-12_v2_null_shuffle,45,False,12,,"(81, 4877)",M,-0.004736148832685336,-0.0013671631110199233,-0.0022329017495833067,0.31400966183574885,0.034889962426194306,0.008588298443370897
M46-12_v2_null_shuffle,46,False,12,,"(116, 4835)",M,0.003229304720060135,0.0023542951300065547,0.0009209237929227048,0.05488505747126437,-0.038936781609195406,-0.02011494252873564
M251-6_v2_null_shuffle,251,False,6,,"(52, 4966)",F,8.457054858584313e-06,0.0021810457186991683,0.000755711576406606,0.12822124450031427,0.1523151058034779,0.16656191074795723
M254-6_v2_null_shuffle,254,False,6,,"(51, 4955)",M,-0.00311684123669121,-0.0014448548851340073,-0.00200139391404079,0.12677272166728326,0.1440374892095203,0.0807744481440375
M308-8_v2_null_shuffle,308,False,8,2.0,"(88, 7378)",F,0.0021622224071104076,0.0007417808216063296,0.0006764904392156073,0.21392295305338782,0.11941038027994551,0.15929642016598536
M308-10_v2_null_shuffle,308,False,10,2.0,"(111, 7328)",F,0.0004936445139365682,-0.0003931620477627186,8.509939252982965e-05,0.07932786244626808,0.02904780513221312,0.02084147453432331
M308-12_v2_null_shuffle,308,False,12,2.0,"(135, 7630)",F,0.001632888476944512,0.000797578542341727,0.0014233986379948644,0.19553376906318085,0.15155228758169934,0.1454248366013072
M308-14_v2_null_shuffle,308,False,14,2.0,"(107, 7269)",F,7.542153024805286e-05,-0.0015975853365954211,-0.0012468372099809922,0.09398496240601505,0.1982456140350877,0.12155388471177944
M316-8_v2_null_shuffle,316,True,8,3.0,"(83, 7579)",F,-0.0001753235554280418,-0.0002320793498972195,-0.00019610498621645784,-0.046623296158612146,-0.028500619578686496,0.010842627013630712
M316-10_v2_null_shuffle,316,True,10,3.0,"(104, 7207)",F,-0.0018390225693906196,0.0025757780326277325,-0.0008016346377559266,-0.006089604175728568,0.09772364796288242,-0.06249093808902422
M316-12_v2_null_shuffle,316,True,12,3.0,"(94, 7392)",F,0.002311522614544317,9.038513472550237e-05,0.00036887818469997304,0.06984426616328457,0.046090923391536906,-0.02485449111215982
M322-6_v2_null_shuffle,322,True,6,3.0,"(140, 7572)",M,0.003293881156291265,0.002680489324109705,0.001535336684256806,0.04004629629629629,0.04861111111111111,0.05995370370370369
M322-8_v2_null_shuffle,322,True,8,3.0,"(83, 7594)",M,0.0014672042543787847,-2.6016612557463666e-05,0.0001952910484154275,0.066266156926998,0.15182960131075915,0.20553431640269437
M322-10_v2_null_shuffle,322,True,10,3.0,"(45, 7308)",M,0.002184258401170322,0.001349207934130605,0.0014529981226570738,0.16946399566865186,0.13788124887204475,0.09510918606749685
M322-12_v2_null_shuffle,322,True,12,3.0,"(182, 7577)",M,0.0022879079486398278,0.0005109796755286298,0.0005805833437519702,-0.08291316526610643,-0.08552754435107374,-0.05154061624649858
M353-6_v2_null_shuffle,353,True,6,5.0,"(97, 7497)",M,0.00025900380904333195,0.003718581614841394,0.0016725763695976158,0.1885428253615128,0.11364479050797181,0.13070077864293658
M353-8_v2_null_shuffle,353,True,8,5.0,"(109, 7400)",M,-0.0007168836667520206,0.0003217669301515227,-0.0008028151095738405,0.12969573346931837,0.14295427502974672,0.07581166071732111
M353-10_v2_null_shuffle,353,True,10,5.0,"(113, 7428)",M,-0.00043681552866722226,0.0004756728045931006,-0.0005817689489619377,-0.024779142426201266,0.05322128851540615,0.08446455505279037
M361-6_v2_null_shuffle,361,True,6,5.0,"(108, 7428)",F,0.0024030493216555047,0.0009301254827776065,0.0005948216649029798,0.08205341082053412,0.0893870208938702,0.008302200083022002
M365-6_v2_null_shuffle,365,True,6,6.0,"(87, 7428)",F,0.00041602871901662546,0.0006853798864240782,6.702996667373876e-05,0.009491268033409264,-0.024044545684636806,-0.004049607694254626
M367-6_v2_null_shuffle,367,True,6,6.0,"(162, 7529)",F,0.0014412521146625011,0.0002444393875505058,-0.001303435941295426,0.03374578177727785,-0.02737157855268091,0.05643044619422572
M374-6_v2_null_shuffle,374,True,6,6.0,"(72, 7417)",M,-0.000919658524242796,-0.0010758027756190816,-0.0009893313838709073,0.30688048245614036,0.262609649122807,0.24095394736842105
M374-8_v2_null_shuffle,374,True,8,6.0,"(68, 7125)",M,0.0011409562177349176,-0.0009731000699559252,-0.0008295252030103119,0.23599523241954712,0.1152165276122368,0.25009932459276923
M374-10_v2_null_shuffle,374,True,10,6.0,"(68, 7649)",M,0.0009928969344992736,-0.0009217368589297554,-0.0006947692991322448,0.17628524046434496,0.08208955223880597,0.12437810945273632
M387-6_v2_null_shuffle,387,True,6,7.0,"(90, 7540)",M,0.001380615720218752,4.835131524065936e-05,0.0005514810246415253,-0.01415197038972352,-0.0043544524276072265,0.04245591116917049
M387-10_v2_null_shuffle,387,True,10,7.0,"(117, 7462)",M,0.0021306822733461656,-0.0011057643000224112,-0.00011648538474820246,0.16931726907630523,0.16722891566265058,0.12497991967871487
M396-6_v2_null_shuffle,396,True,6,7.0,"(89, 7528)",F,0.001613182675775639,0.0009073597222073024,0.00045708813030551407,0.12446400361092305,0.1296547054840894,0.04897314375987361
M397-6_v2_null_shuffle,397,True,6,7.0,"(69, 7503)",F,0.0018131284784908767,-7.716773502704749e-05,0.0005779701722357742,0.12666124220233252,0.06577163005153241,0.027257933279088677
M410-6_v2_null_shuffle,410,True,6,9.0,"(99, 7428)",M,0.002160654654041423,0.0015669602333863116,0.0005395591297211438,-0.008036970062286519,-0.03385573638738194,0.015370705244122968
M410-8_v2_null_shuffle,410,True,8,9.0,"(102, 7532)",M,-3.0087848233364138e-05,0.0010344628723274163,-0.0004553611087479191,0.09682051282051281,0.13487179487179488,0.019794871794871792
M410-10_v2_null_shuffle,410,True,10,9.0,"(71, 7137)",M,0.003234480324136,0.007265428036238878,0.0018892738550214184,0.008437394532568353,0.052424344695691315,0.08606142423219712
M412-8_v2_null_shuffle,412,True,8,9.0,"(135, 7515)",F,0.0010763503910977933,-0.0007731684618064285,0.0001191511186356028,0.15684612123781264,0.1791719655221139,0.19132400734774624
M412-10_v2_null_shuffle,412,True,10,9.0,"(101, 7163)",F,0.0005818925181364103,0.0002506642097051683,7.880061797702787e-05,0.16087917804656005,0.1753153856158148,0.18676030693198076
M415-6_v2_null_shuffle,415,True,6,9.0,"(131, 7585)",F,0.0002797534739438208,0.0008034563191446892,0.00020226375752018788,0.26232583065380494,0.31203108252947476,0.16747052518756697
M415-8_v2_null_shuffle,415,True,8,9.0,"(62, 7420)",F,-0.0024605368966667523,0.0008409448316127523,-0.0007202138851853728,0.017673814165042243,0.05925925925925927,0.04483430799220272
